,cat_t0,cat_t1,cat_t2
1453776885188632583,dontcare,proukr,proukr
1453858387951857665,proukr,proukr,proukr
1453882755213783040,proukr,proukr,proukr
1453903373535698976,proukr,proukr,proukr
1453914512680263680,pax,proukr,proukr
1453965348386926594,dontcare,proukr,proukr
1454273970480558086,proukr,proukr,proukr
1454630589336752138,proukr,proukr,proukr
1454756500380000256,dontcare,proukr,proukr
1454807351513468932,proukr,proukr,proukr
1454947945204301824,proukr,proukr,proukr
1455115599366037509,proukr,proukr,proukr
1455306266780311555,proukr,proukr,proukr
1455562067679850499,proukr,proukr,proukr
1455580410793140225,proukr,proukr,proukr
1455618807481913353,proukr,proukr,proukr
1455620415783686146,proukr,proukr,proukr
1455629109296566276,dontcare,proukr,proukr
1455695056317386755,proukr,proukr,proukr
1455852563367141378,proukr,proukr,proukr
1455927555312193538,pax,proukr,proukr
1456142068502474752,proukr,proukr,proukr
1456330830092058625,proukr,proukr,proukr
1456361232152338449,prorus,proukr,proukr
1456606354420948995,dontcare,proukr,proukr
1456625182475526151,pax,proukr,proukr
1456691372350705665,pax,proukr,proukr
1457010588211613702,pax,proukr,proukr
1457428041194377218,proukr,proukr,proukr
1457520402545086468,dontcare,proukr,proukr
1457619003103485956,proukr,proukr,proukr
1457853810982932484,dontcare,proukr,proukr
1457873796162113536,proukr,proukr,proukr
1457888453937483776,proukr,proukr,proukr
1458025773680496640,pax,proukr,proukr
1458050956864770055,proukr,proukr,proukr
1458096751827722253,dontcare,proukr,proukr
1458160062594097159,proukr,proukr,proukr
1458163997606387714,pax,proukr,proukr
1458259907854184449,dontcare,proukr,proukr
1458451525332787200,proukr,proukr,proukr
1458676399103873033,dontcare,proukr,proukr
1458758638344962051,proukr,proukr,proukr
1458804361795153929,proukr,proukr,proukr
1458848511835918343,proukr,proukr,proukr
1458919919093964803,proukr,proukr,proukr
1459088283162583052,pax,proukr,proukr
1459112833828933635,proukr,proukr,proukr
1459188554043731975,proukr,proukr,proukr
1459252641343717381,proukr,proukr,proukr
1459526153610403845,pax,proukr,proukr
1459536580411019273,proukr,proukr,proukr
1459567239057793028,proukr,proukr,proukr
1459570674805133313,proukr,proukr,proukr
1459687412913868802,pax,proukr,proukr
1459907263112663047,proukr,proukr,proukr
1459949289929678854,proukr,proukr,proukr
1459978528351715330,proukr,proukr,proukr
1460004521153904646,dontcare,proukr,proukr
1460216983660769282,proukr,proukr,proukr
1460282868878528514,proukr,proukr,proukr
1460360038871187471,prorus,proukr,proukr
1460546122854932482,proukr,proukr,proukr
1460760040487403525,proukr,proukr,proukr
1460796962366705668,prorus,proukr,proukr
1460967924513058829,proukr,proukr,proukr
1461059248704704515,proukr,proukr,proukr
1461095449323098115,proukr,proukr,proukr
1461324483139039246,proukr,proukr,proukr
1461347771890356227,prorus,proukr,proukr
1461490215437193221,proukr,proukr,proukr
1461948125996666882,proukr,proukr,proukr
1462149630683226114,proukr,proukr,proukr
1462225521195065345,prorus,proukr,proukr
1462266498970537989,proukr,proukr,proukr
1462385480100683777,dontcare,proukr,proukr
1462392707943309316,prorus,proukr,proukr
1462410420208259075,proukr,proukr,proukr
1462429379036864513,proukr,proukr,proukr
1462733740090736644,proukr,proukr,proukr
1462789524023652358,proukr,proukr,proukr
1462808756325126145,proukr,proukr,proukr
1462812932954284033,proukr,proukr,proukr
1462842415107252241,pax,proukr,proukr
1462897207301005320,proukr,proukr,proukr
1462897428944797698,proukr,proukr,proukr
1462924527118086145,proukr,proukr,proukr
1463160103759233026,pax,proukr,proukr
1463179960533848066,proukr,proukr,proukr
1463306347236102147,pax,proukr,proukr
1463521270079840265,proukr,proukr,proukr
1463810250935517184,proukr,proukr,proukr
1463911481548984324,proukr,proukr,proukr
1463972320045944841,proukr,proukr,proukr
1464196384517767182,pax,proukr,proukr
1464215140493152263,proukr,proukr,proukr
1464611706823495685,proukr,proukr,proukr
1464709947221028864,proukr,proukr,proukr
1464847548535955460,proukr,proukr,proukr
1464910958699192322,proukr,proukr,proukr
1464957933901561869,pax,proukr,proukr
1465264772442726402,pax,proukr,proukr
1465347452937015296,dontcare,proukr,proukr
1465742935681548293,proukr,proukr,proukr
1465756994090983441,pax,proukr,proukr
1466044588884439043,pax,proukr,proukr
1466120469573218310,proukr,proukr,proukr
1466164372812746752,proukr,proukr,proukr
1466171714476331008,proukr,proukr,proukr
1466171760601092096,pax,proukr,proukr
1466226386885033994,pax,proukr,proukr
1466495000624209921,proukr,proukr,proukr
1466546784252178432,proukr,proukr,proukr
1466612637962231808,proukr,proukr,proukr
1467122540418007040,proukr,proukr,proukr
1467179274406969348,proukr,proukr,proukr
1467197713422991363,proukr,proukr,proukr
1467305954555445251,dontcare,proukr,proukr
1467461615431860233,proukr,proukr,proukr
1467530419306389515,dontcare,proukr,proukr
1467642305729421318,pax,proukr,proukr
1467667061287669760,proukr,proukr,proukr
1467794202960572419,proukr,proukr,proukr
1467880107989778439,proukr,proukr,proukr
1467899563939926016,proukr,proukr,proukr
1467998226599006210,proukr,proukr,proukr
1468086871993774083,proukr,proukr,proukr
1468268895899369479,proukr,proukr,proukr
1468304357808816128,proukr,proukr,proukr
1468316001674612738,pax,proukr,proukr
1468360255503728646,proukr,proukr,proukr
1468413512754114561,proukr,proukr,proukr
1468511634276884486,proukr,proukr,proukr
1468526971374436355,proukr,proukr,proukr
1468765057458835457,proukr,proukr,proukr
1468780790641270785,proukr,proukr,proukr
1468871472827535360,proukr,proukr,proukr
1469013996468592651,proukr,proukr,proukr
1469149312596774916,proukr,proukr,proukr
1469160244915888129,proukr,proukr,proukr
1469246333534015489,proukr,proukr,proukr
1469248257603874820,proukr,proukr,proukr
1469332931130834952,proukr,proukr,proukr
1469513863636733954,proukr,proukr,proukr
1469681550216290304,pax,proukr,proukr
1469843196435968002,proukr,proukr,proukr
1469969097014267904,proukr,proukr,proukr
1470080046215966730,proukr,proukr,proukr
1470086639812857869,proukr,proukr,proukr
1470089817023209483,proukr,proukr,proukr
1470109416435462150,dontcare,proukr,proukr
1470403265166778373,proukr,proukr,proukr
1470557308400934916,pax,proukr,proukr
1470788271366156294,proukr,proukr,proukr
1470904082089091073,dontcare,proukr,proukr
1470906205325479937,pax,proukr,proukr
1471174716056649730,proukr,proukr,proukr
1471210847259086848,pax,proukr,proukr
1471585574700081156,proukr,proukr,proukr
1471618884671356937,proukr,proukr,proukr
1471690464495501312,proukr,proukr,proukr
1471857113144172552,proukr,proukr,proukr
1471865138319962112,proukr,proukr,proukr
1471879554910212097,proukr,proukr,proukr
1471886760774975494,proukr,proukr,proukr
1471996144108584960,proukr,proukr,proukr
1472029043876937728,pax,proukr,proukr
1472055149245857792,proukr,proukr,proukr
1472225658927554563,proukr,proukr,proukr
1472541243028967424,dontcare,proukr,proukr
1472601280157786119,pax,proukr,proukr
1472602521185120264,dontcare,proukr,proukr
1472606217721708552,dontcare,proukr,proukr
1472612080331239424,proukr,proukr,proukr
1472633051964448776,proukr,proukr,proukr
1472639914059702289,proukr,proukr,proukr
1472932524842229760,proukr,proukr,proukr
1472955117913653253,proukr,proukr,proukr
1472982994625441801,proukr,proukr,proukr
1473096697039499274,proukr,proukr,proukr
1473395857827536900,pax,proukr,proukr
1473401352567070726,proukr,proukr,proukr
1473700998745100291,pax,proukr,proukr
1473765727517691917,proukr,proukr,proukr
1473829888301973512,proukr,proukr,proukr
1474044208600211465,pax,proukr,proukr
1474044499475136515,pax,proukr,proukr
1474276459279704091,dontcare,proukr,proukr
1474443157714739203,pax,proukr,proukr
1474512117097246724,proukr,proukr,proukr
1474589100187525125,pax,proukr,proukr
1474626167898578951,pax,proukr,proukr
1474817068910346240,proukr,proukr,proukr
1475238132320714753,proukr,proukr,proukr
1475295506423291905,proukr,proukr,proukr
1475421345513197569,proukr,proukr,proukr
1475481499415846921,proukr,proukr,proukr
1475514588154282000,pax,proukr,proukr
1475529749627875335,proukr,proukr,proukr
1475736433520427008,proukr,proukr,proukr
1475827717056647171,proukr,proukr,proukr
1475927285655957504,pax,proukr,proukr
1475950972828413956,proukr,proukr,proukr
1475996394502512644,proukr,proukr,proukr
1476233391024619532,dontcare,proukr,proukr
1476234595360288771,proukr,proukr,proukr
1476465895669223426,pax,proukr,proukr
1476473512919384065,proukr,proukr,proukr
1476486068149133314,pax,proukr,proukr
1476487221616291845,proukr,proukr,proukr
1476795757730713602,proukr,proukr,proukr
1476907699245916175,dontcare,proukr,proukr
1476933473596284930,pax,proukr,proukr
1476933482404319234,proukr,proukr,proukr
1476937165678559232,proukr,proukr,proukr
1476995891923988483,proukr,proukr,proukr
1477015620181012490,proukr,proukr,proukr
1477297140967907331,proukr,proukr,proukr
1477297439099039749,proukr,proukr,proukr
1477306548607242245,pax,proukr,proukr
1477312943641399298,dontcare,proukr,proukr
1477316626768924674,proukr,proukr,proukr
1477388539444740096,proukr,proukr,proukr
1477488365654007808,proukr,proukr,proukr
1477806105841618948,proukr,proukr,proukr
1477926995522633733,proukr,proukr,proukr
1477935306234077187,proukr,proukr,proukr
1478113491596759050,proukr,proukr,proukr
1478119120260456452,proukr,proukr,proukr
1478204345086889987,proukr,proukr,proukr
1478248937953890307,pax,proukr,proukr
1478365792769093635,pax,proukr,proukr
1478392173049569281,proukr,proukr,proukr
1478440490433400836,proukr,proukr,proukr
1478468564403343365,proukr,proukr,proukr
1478719520076595213,proukr,proukr,proukr
1478745215125139466,pax,proukr,proukr
1478785456993153034,proukr,proukr,proukr
1478807288886538240,proukr,proukr,proukr
1478856103429644289,prorus,proukr,proukr
1478976014810329088,proukr,proukr,proukr
1479039131686739969,proukr,proukr,proukr
1479082295961210890,proukr,proukr,proukr
1479110881040498693,proukr,proukr,proukr
1479115714594164747,proukr,proukr,proukr
1479171764114509826,proukr,proukr,proukr
1479275408919089155,proukr,proukr,proukr
1479282754428755969,pax,proukr,proukr
1479288059891830788,proukr,proukr,proukr
1479347643432198145,proukr,proukr,proukr
1479444483766996993,proukr,proukr,proukr
1479537824529633280,proukr,proukr,proukr
1479632618392014848,proukr,proukr,proukr
1479635653960900609,proukr,proukr,proukr
1479842766465208321,proukr,proukr,proukr
1479934651900866560,pax,proukr,proukr
1479960183178629120,pax,proukr,proukr
1480014338534432770,proukr,proukr,proukr
1480033243449765894,proukr,proukr,proukr
1480156774850256897,dontcare,proukr,proukr
1480202705985544196,proukr,proukr,proukr
1480236721035960322,prorus,proukr,proukr
1480274539540066319,proukr,proukr,proukr
1480348662324768770,proukr,proukr,proukr
1480527630281904149,proukr,proukr,proukr
1480567300243795972,proukr,proukr,proukr
1480664282820124677,proukr,proukr,proukr
1480665598065479684,pax,proukr,proukr
1480903950811369475,proukr,proukr,proukr
1480991101876011009,proukr,proukr,proukr
1481024660129128448,pax,proukr,proukr
1481056596889378821,proukr,proukr,proukr
1481145255433060360,proukr,proukr,proukr
1481242710031966212,proukr,proukr,proukr
1481337191943057408,pax,proukr,proukr
1481369987726069761,proukr,proukr,proukr
1481458499431325696,pax,proukr,proukr
1481491862313709569,proukr,proukr,proukr
1481575399381426177,proukr,proukr,proukr
1481700974020505604,proukr,proukr,proukr
1481792332777377792,proukr,proukr,proukr
1482033915967725577,pax,proukr,proukr
1482087336414433281,pax,proukr,proukr
1482099975286931466,proukr,proukr,proukr
1482124978896125963,proukr,proukr,proukr
1482169031956250626,proukr,proukr,proukr
1482382274930913286,proukr,proukr,proukr
1482492820367814662,proukr,proukr,proukr
1482678050940764169,pax,proukr,proukr
1483049488138784770,proukr,proukr,proukr
1483110831927828480,proukr,proukr,proukr
1483137792964239363,pax,proukr,proukr
1483146834482712580,proukr,proukr,proukr
1483253699636084742,proukr,proukr,proukr
1483302764445061122,pax,proukr,proukr
1483416120853991427,pax,proukr,proukr
1483774401762017281,proukr,proukr,proukr
1483781580225191936,pax,proukr,proukr
1483835690408456195,proukr,proukr,proukr
1483874745112305665,prorus,proukr,proukr
1483992255560044546,pax,proukr,proukr
1484017226839511040,proukr,proukr,proukr
1484155658262167555,proukr,proukr,proukr
1484186489332191237,proukr,proukr,proukr
1484192794352570382,pax,proukr,proukr
1484194117894619137,proukr,proukr,proukr
1484305211057315844,proukr,proukr,proukr
1484408048500228098,dontcare,proukr,proukr
1484554556910493696,proukr,proukr,proukr
1484563799264870400,proukr,proukr,proukr
1484856820023758848,proukr,proukr,proukr
1484869975194095619,dontcare,proukr,proukr
1484956974328565770,pax,proukr,proukr
1484997798298890243,proukr,proukr,proukr
1485388309362790405,dontcare,proukr,proukr
1485471199891230720,proukr,proukr,proukr
1485675218043641859,proukr,proukr,proukr
1485683238815342595,pax,proukr,proukr
1485719822386216962,dontcare,proukr,proukr
1485958567207264268,prorus,proukr,proukr
1485960171457286168,proukr,proukr,proukr
1486022811349045249,proukr,proukr,proukr
1486038435425132544,dontcare,proukr,proukr
1486065526438830081,pax,proukr,proukr
1486122222699876355,proukr,proukr,proukr
1486241011370233856,prorus,proukr,proukr
1486314945683853314,proukr,proukr,proukr
1486397215673397251,proukr,proukr,proukr
1486462429139808259,proukr,proukr,proukr
1486651699750133764,proukr,proukr,proukr
1486653442248658949,proukr,proukr,proukr
1486679158260486144,pax,proukr,proukr
1486718698442297344,dontcare,proukr,proukr
1486780759918710791,proukr,proukr,proukr
1486792156014694408,proukr,proukr,proukr
1486904734929752064,pax,proukr,proukr
1486913696794390532,prorus,proukr,proukr
1486925791539740673,dontcare,proukr,proukr
1486933593536401411,proukr,proukr,proukr
1486967022449688578,proukr,proukr,proukr
1487137489022341127,proukr,proukr,proukr
1487140083333488642,pax,proukr,proukr
1487155820475437056,pax,proukr,proukr
1487157670964514831,dontcare,proukr,proukr
1487159710105149441,proukr,proukr,proukr
1487197196906815489,proukr,proukr,proukr
1487229208619270146,dontcare,proukr,proukr
1487401287146778625,pax,proukr,proukr
1487423641730043907,proukr,proukr,proukr
1487494791826915340,pax,proukr,proukr
1487887480447770627,proukr,proukr,proukr
1487959656437714949,proukr,proukr,proukr
1487959931898707970,proukr,proukr,proukr
1488145368747491338,proukr,proukr,proukr
1488149308859899910,proukr,proukr,proukr
1488192194754367491,prorus,proukr,proukr
1488220434206183426,proukr,proukr,proukr
1488489048213757953,proukr,proukr,proukr
1488516176502272001,pax,proukr,proukr
1488567638624067589,proukr,proukr,proukr
1488595123856416771,proukr,proukr,proukr
1488595504556564480,proukr,proukr,proukr
1488808184865243136,proukr,proukr,proukr
1488841887637250057,proukr,proukr,proukr
1488992183411777536,proukr,proukr,proukr
1489011055556804608,proukr,proukr,proukr
1489080240487997446,proukr,proukr,proukr
1489082577830961152,proukr,proukr,proukr
1489308684958195716,proukr,proukr,proukr
1489500235298607104,pax,proukr,proukr
1489519121481879554,pax,proukr,proukr
1489714173038768149,proukr,proukr,proukr
1489716824136691713,proukr,proukr,proukr
1489779210340106241,dontcare,proukr,proukr
1489888715493167105,proukr,proukr,proukr
1490017886156562437,dontcare,proukr,proukr
1490032876854943752,prorus,proukr,proukr
1490081366163304450,proukr,proukr,proukr
1490168399221166081,pax,proukr,proukr
1490206638736912386,proukr,proukr,proukr
1490386984031985665,proukr,proukr,proukr
1490493495672332289,proukr,proukr,proukr
1490598922158489600,proukr,proukr,proukr
1490860646619127808,pax,proukr,proukr
1490901983787577346,prorus,proukr,proukr
1490910753779765248,prorus,proukr,proukr
1491005050293993472,proukr,proukr,proukr
1491075253384237057,dontcare,proukr,proukr
1491150008242028544,proukr,proukr,proukr
1491160523160924176,dontcare,proukr,proukr
1491191177009414145,pax,proukr,proukr
1491202024163184643,proukr,proukr,proukr
1491214070728515585,proukr,proukr,proukr
1491415800149856259,proukr,proukr,proukr
1491445378415308801,pax,proukr,proukr
1491548658730418178,proukr,proukr,proukr
1491728182814273536,pax,proukr,proukr
1491832276358946819,prorus,proukr,proukr
1491900212767596551,proukr,proukr,proukr
1491900633401675783,proukr,proukr,proukr
1491962952672583683,proukr,proukr,proukr
1492110555108319236,pax,proukr,proukr
1492122917718663169,proukr,proukr,proukr
1492187303170633729,proukr,proukr,proukr
1492196594434940937,proukr,proukr,proukr
1492207780266065920,proukr,proukr,proukr
1492305068380536833,pax,proukr,proukr
